d packets: 182/0
request: node: 1, message: 183, time: 1599860928, Vbat 355 v, Tx dur 64 ms, T: -586 C, RH: 2092 %, status: 0x00, RSSI -103 dBm, SNR 9 dB, good/bad packets: 183/0
request: node: 1, message: 473, time: 1599862399, Vbat 352 v, Tx dur 64 ms, T: -1382 C, RH: 3368 %, status: 0x00, RSSI -103 dBm, SNR 11 dB, good/bad packets: 472/1
request: node: 1, message: 474, time: 1599862404, Vbat 351 v, Tx dur 64 ms, T: -1384 C, RH: 3365 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 473/1
request: node: 1, message: 475, time: 1599862409, Vbat 351 v, Tx dur 64 ms, T: -1385 C, RH: 3359 %, status: 0x00, RSSI -103 dBm, SNR 9 dB, good/bad packets: 474/1
request: node: 1, message: 476, time: 1599862414, Vbat 351 v, Tx dur 64 ms, T: -1385 C, RH: 3355 %, status: 0x00, RSSI -103 dBm, SNR 9 dB, good/bad packets: 475/1
request: node: 1, message: 477, time: 1599862419, Vbat 351 v, Tx dur 64 ms, T: -1389 C, RH: 3354 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 476/1
request: node: 1, message: 478, time: 1599862424, Vbat 352 v, Tx dur 64 ms, T: -1389 C, RH: 3346 %, status: 0x00, RSSI -103 dBm, SNR 8 dB, good/bad packets: 477/1
request: node: 1, message: 479, time: 1599862429, Vbat 352 v, Tx dur 64 ms, T: -1391 C, RH: 3345 %, status: 0x00, RSSI -103 dBm, SNR 9 dB, good/bad packets: 478/1
request: node: 1, message: 480, time: 1599862434, Vbat 352 v, Tx dur 64 ms, T: -1391 C, RH: 3340 %, status: 0x00, RSSI -103 dBm, SNR 9 dB, good/bad packets: 479/1
request: node: 1, message: 481, time: 1599862440, Vbat 351 v, Tx dur 64 ms, T: -1392 C, RH: 3334 %, status: 0x00, RSSI -104 dBm, SNR 11 dB, good/bad packets: 480/1
request: node: 1, message: 482, time: 1599862445, Vbat 352 v, Tx dur 64 ms, T: -1391 C, RH: 3334 %, status: 0x00, RSSI -103 dBm, SNR 9 dB, good/bad packets: 481/1
request: node: 1, message: 483, time: 1599862450, Vbat 352 v, Tx dur 64 ms, T: -1395 C, RH: 3331 %, status: 0x00, RSSI -103 dBm, SNR 9 dB, good/bad packets: 482/1
request: node: 1, message: 484, time: 1599862455, Vbat 351 v, Tx dur 64 ms, T: -1398 C, RH: 3323 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 483/1
request: node: 1, message: 485, time: 1599862460, Vbat 351 v, Tx dur 64 ms, T: -1398 C, RH: 3324 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 484/1
request: node: 1, message: 486, time: 1599862465, Vbat 351 v, Tx dur 64 ms, T: -1398 C, RH: 3318 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 485/1
request: node: 1, message: 487, time: 1599862470, Vbat 352 v, Tx dur 64 ms, T: -1399 C, RH: 3318 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 486/1
request: node: 1, message: 488, time: 1599862475, Vbat 351 v, Tx dur 64 ms, T: -1399 C, RH: 3312 %, status: 0x00, RSSI -103 dBm, SNR 9 dB, good/bad packets: 487/1
request: node: 1, message: 489, time: 1599862480, Vbat 351 v, Tx dur 64 ms, T: -1405 C, RH: 3309 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 488/1
request: node: 1, message: 490, time: 1599862485, Vbat 352 v, Tx dur 65 ms, T: -1402 C, RH: 3309 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 489/1
request: node: 1, message: 491, time: 1599862490, Vbat 351 v, Tx dur 64 ms, T: -1403 C, RH: 3304 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 490/1
request: node: 1, message: 492, time: 1599862495, Vbat 351 v, Tx dur 65 ms, T: -1405 C, RH: 3302 %, status: 0x00, RSSI -103 dBm, SNR 9 dB, good/bad packets: 491/1
request: node: 1, message: 493, time: 1599862500, Vbat 351 v, Tx dur 64 ms, T: -1409 C, RH: 3300 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 492/1
request: node: 1, message: 494, time: 1599862506, Vbat 351 v, Tx dur 64 ms, T: -1410 C, RH: 3297 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 493/1
request: node: 1, message: 495, time: 1599862511, Vbat 352 v, Tx dur 64 ms, T: -1409 C, RH: 3293 %, status: 0x00, RSSI -103 dBm, SNR 9 dB, good/bad packets: 494/1
request: node: 1, message: 496, time: 1599862516, Vbat 351 v, Tx dur 64 ms, T: -1409 C, RH: 3291 %, status: 0x00, RSSI -104 dBm, SNR 8 dB, good/bad packets: 495/1
request: node: 1, message: 497, time: 1599862521, Vbat 351 v, Tx dur 64 ms, T: -1412 C, RH: 3288 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 496/1
request: node: 1, message: 498, time: 1599862526, Vbat 351 v, Tx dur 64 ms, T: -1413 C, RH: 3284 %, status: 0x00, RSSI -104 dBm, SNR 8 dB, good/bad packets: 497/1
request: node: 1, message: 499, time: 1599862531, Vbat 351 v, Tx dur 64 ms, T: -1415 C, RH: 3284 %, status: 0x00, RSSI -105 dBm, SNR 9 dB, good/bad packets: 498/1
request: node: 1, message: 500, time: 1599862536, Vbat 351 v, Tx dur 64 ms, T: -1417 C, RH: 3280 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 499/1
request: node: 1, message: 501, time: 1599862541, Vbat 351 v, Tx dur 64 ms, T: -1419 C, RH: 3284 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 500/2
request: node: 1, message: 502, time: 1599862546, Vbat 351 v, Tx dur 64 ms, T: -1419 C, RH: 3278 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 501/2
request: node: 1, message: 503, time: 1599862551, Vbat 351 v, Tx dur 64 ms, T: -1419 C, RH: 3277 %, status: 0x00, RSSI -105 dBm, SNR 9 dB, good/bad packets: 502/2
request: node: 1, message: 504, time: 1599862556, Vbat 351 v, Tx dur 64 ms, T: -1422 C, RH: 3277 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 503/2
request: node: 1, message: 505, time: 1599862561, Vbat 351 v, Tx dur 64 ms, T: -1422 C, RH: 3274 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 504/2
request: node: 1, message: 506, time: 1599862566, Vbat 351 v, Tx dur 64 ms, T: -1426 C, RH: 3274 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 505/2
request: node: 1, message: 507, time: 1599862572, Vbat 351 v, Tx dur 64 ms, T: -1426 C, RH: 3270 %, status: 0x00, RSSI -105 dBm, SNR 9 dB, good/bad packets: 506/2
request: node: 1, message: 508, time: 1599862577, Vbat 351 v, Tx dur 65 ms, T: -1427 C, RH: 3270 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 507/2
request: node: 1, message: 509, time: 1599862582, Vbat 351 v, Tx dur 64 ms, T: -1426 C, RH: 3268 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 508/2
request: node: 1, message: 510, time: 1599862587, Vbat 351 v, Tx dur 64 ms, T: -1430 C, RH: 3266 %, status: 0x00, RSSI -105 dBm, SNR 9 dB, good/bad packets: 509/2
request: node: 1, message: 511, time: 1599862592, Vbat 351 v, Tx dur 64 ms, T: -1430 C, RH: 3266 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 510/2
request: node: 1, message: 512, time: 1599862597, Vbat 351 v, Tx dur 64 ms, T: -1433 C, RH: 3263 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 511/2
request: node: 1, message: 513, time: 1599862602, Vbat 351 v, Tx dur 64 ms, T: -1436 C, RH: 3259 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 512/2
request: node: 1, message: 514, time: 1599862607, Vbat 351 v, Tx dur 64 ms, T: -1433 C, RH: 3261 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 513/2
request: node: 1, message: 515, time: 1599862612, Vbat 351 v, Tx dur 64 ms, T: -1436 C, RH: 3258 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 514/2
request: node: 1, message: 516, time: 1599862617, Vbat 351 v, Tx dur 64 ms, T: -1440 C, RH: 3259 %, status: 0x00, RSSI -105 dBm, SNR 9 dB, good/bad packets: 515/2
request: node: 1, message: 517, time: 1599862622, Vbat 351 v, Tx dur 64 ms, T: -1438 C, RH: 3257 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 516/2
request: node: 1, message: 519, time: 1599862632, Vbat 351 v, Tx dur 64 ms, T: -1441 C, RH: 3256 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 517/2
request: node: 1, message: 520, time: 1599862638, Vbat 351 v, Tx dur 64 ms, T: -1441 C, RH: 3256 %, status: 0x00, RSSI -105 dBm, SNR 9 dB, good/bad packets: 518/2
request: node: 1, message: 521, time: 1599862643, Vbat 351 v, Tx dur 65 ms, T: -1440 C, RH: 3250 %, status: 0x00, RSSI -106 dBm, SNR 9 dB, good/bad packets: 519/2
request: node: 1, message: 522, time: 1599862648, Vbat 351 v, Tx dur 64 ms, T: -1444 C, RH: 3252 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 520/2
request: node: 1, message: 523, time: 1599862653, Vbat 351 v, Tx dur 64 ms, T: -1447 C, RH: 3252 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 521/2
request: node: 1, message: 524, time: 1599862658, Vbat 351 v, Tx dur 64 ms, T: -1448 C, RH: 3250 %, status: 0x00, RSSI -105 dBm, SNR 9 dB, good/bad packets: 522/2
request: node: 1, message: 525, time: 1599862663, Vbat 351 v, Tx dur 64 ms, T: -1450 C, RH: 3250 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 523/2
request: node: 1, message: 526, time: 1599862668, Vbat 351 v, Tx dur 64 ms, T: -1451 C, RH: 3249 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 524/2
request: node: 1, message: 527, time: 1599862673, Vbat 351 v, Tx dur 64 ms, T: -1450 C, RH: 3250 %, status: 0x00, RSSI -105 dBm, SNR 9 dB, good/bad packets: 525/2
request: node: 1, message: 528, time: 1599862678, Vbat 351 v, Tx dur 64 ms, T: -1451 C, RH: 3247 %, status: 0x00, RSSI -105 dBm, SNR 9 dB, good/bad packets: 526/2
request: node: 1, message: 529, time: 1599862683, Vbat 351 v, Tx dur 64 ms, T: -1454 C, RH: 3249 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 527/2
request: node: 1, message: 530, time: 1599862688, Vbat 351 v, Tx dur 64 ms, T: -1456 C, RH: 3250 %, status: 0x00, RSSI -111 dBm, SNR 7 dB, good/bad packets: 528/2
request: node: 1, message: 531, time: 1599862693, Vbat 351 v, Tx dur 64 ms, T: -1458 C, RH: 3250 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 529/2
request: node: 1, message: 532, time: 1599862698, Vbat 351 v, Tx dur 64 ms, T: -1458 C, RH: 3250 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 530/2
request: node: 1, message: 533, time: 1599862704, Vbat 351 v, Tx dur 64 ms, T: -1456 C, RH: 3250 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 531/2
request: node: 1, message: 534, time: 1599862709, Vbat 351 v, Tx dur 64 ms, T: -1458 C, RH: 3250 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 532/2
request: node: 1, message: 535, time: 1599862714, Vbat 351 v, Tx dur 65 ms, T: -1458 C, RH: 3245 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 533/2
request: node: 1, message: 536, time: 1599862719, Vbat 351 v, Tx dur 64 ms, T: -1463 C, RH: 3249 %, status: 0x00, RSSI -113 dBm, SNR 6 dB, good/bad packets: 534/2
request: node: 1, message: 537, time: 1599862724, Vbat 351 v, Tx dur 64 ms, T: -1464 C, RH: 3247 %, status: 0x00, RSSI -112 dBm, SNR 6 dB, good/bad packets: 535/2
request: node: 1, message: 538, time: 1599862729, Vbat 351 v, Tx dur 64 ms, T: -1464 C, RH: 3250 %, status: 0x00, RSSI -112 dBm, SNR 6 dB, good/bad packets: 536/2
request: node: 1, message: 539, time: 1599862734, Vbat 351 v, Tx dur 64 ms, T: -1468 C, RH: 3247 %, status: 0x00, RSSI -112 dBm, SNR 6 dB, good/bad packets: 537/2
request: node: 1, message: 540, time: 1599862739, Vbat 351 v, Tx dur 64 ms, T: -1465 C, RH: 3246 %, status: 0x00, RSSI -111 dBm, SNR 7 dB, good/bad packets: 538/2
request: node: 1, message: 541, time: 1599862744, Vbat 351 v, Tx dur 64 ms, T: -1467 C, RH: 3247 %, status: 0x00, RSSI -113 dBm, SNR 5 dB, good/bad packets: 539/2
request: node: 1, message: 542, time: 1599862749, Vbat 351 v, Tx dur 64 ms, T: -1469 C, RH: 3248 %, status: 0x00, RSSI -109 dBm, SNR 7 dB, good/bad packets: 540/2
request: node: 1, message: 543, time: 1599862754, Vbat 351 v, Tx dur 64 ms, T: -1468 C, RH: 3245 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 541/2
request: node: 1, message: 544, time: 1599862759, Vbat 351 v, Tx dur 64 ms, T: -1469 C, RH: 3248 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 542/2
request: node: 1, message: 545, time: 1599862764, Vbat 351 v, Tx dur 64 ms, T: -1471 C, RH: 3250 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 543/2
request: node: 1, message: 546, time: 1599862770, Vbat 351 v, Tx dur 64 ms, T: -1475 C, RH: 3247 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 544/2
request: node: 1, message: 547, time: 1599862775, Vbat 351 v, Tx dur 64 ms, T: -1475 C, RH: 3243 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 545/2
request: node: 1, message: 548, time: 1599862780, Vbat 351 v, Tx dur 64 ms, T: -1478 C, RH: 3252 %, status: 0x00, RSSI -111 dBm, SNR 7 dB, good/bad packets: 546/2
request: node: 1, message: 549, time: 1599862785, Vbat 351 v, Tx dur 64 ms, T: -1477 C, RH: 3247 %, status: 0x00, RSSI -109 dBm, SNR 7 dB, good/bad packets: 547/2
request: node: 1, message: 550, time: 1599862790, Vbat 351 v, Tx dur 64 ms, T: -1478 C, RH: 3246 %, status: 0x00, RSSI -111 dBm, SNR 7 dB, good/bad packets: 548/2
request: node: 1, message: 551, time: 1599862795, Vbat 351 v, Tx dur 64 ms, T: -1479 C, RH: 3246 %, status: 0x00, RSSI -111 dBm, SNR 7 dB, good/bad packets: 549/2
request: node: 1, message: 552, time: 1599862800, Vbat 351 v, Tx dur 64 ms, T: -1482 C, RH: 3250 %, status: 0x00, RSSI -111 dBm, SNR 7 dB, good/bad packets: 550/2
request: node: 1, message: 553, time: 1599862805, Vbat 351 v, Tx dur 64 ms, T: -1481 C, RH: 3249 %, status: 0x00, RSSI -111 dBm, SNR 7 dB, good/bad packets: 551/2
request: node: 1, message: 554, time: 1599862810, Vbat 351 v, Tx dur 64 ms, T: -1482 C, RH: 3256 %, status: 0x00, RSSI -109 dBm, SNR 7 dB, good/bad packets: 552/2
request: node: 1, message: 555, time: 1599862815, Vbat 351 v, Tx dur 64 ms, T: -1484 C, RH: 3259 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 553/2
request: node: 1, message: 556, time: 1599862820, Vbat 351 v, Tx dur 64 ms, T: -1485 C, RH: 3264 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 554/2
request: node: 1, message: 558, time: 1599862831, Vbat 351 v, Tx dur 64 ms, T: -1487 C, RH: 3275 %, status: 0x00, RSSI -109 dBm, SNR 8 dB, good/bad packets: 555/3
request: node: 1, message: 559, time: 1599862836, Vbat 351 v, Tx dur 64 ms, T: -1485 C, RH: 3278 %, status: 0x00, RSSI -111 dBm, SNR 7 dB, good/bad packets: 556/3
request: node: 1, message: 560, time: 1599862841, Vbat 351 v, Tx dur 64 ms, T: -1485 C, RH: 3286 %, status: 0x00, RSSI -113 dBm, SNR 4 dB, good/bad packets: 557/3
request: node: 1, message: 561, time: 1599862846, Vbat 351 v, Tx dur 65 ms, T: -1485 C, RH: 3293 %, status: 0x00, RSSI -113 dBm, SNR 6 dB, good/bad packets: 558/3
request: node: 1, message: 562, time: 1599862851, Vbat 350 v, Tx dur 64 ms, T: -1488 C, RH: 3303 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 559/3
request: node: 1, message: 563, time: 1599862856, Vbat 351 v, Tx dur 64 ms, T: -1487 C, RH: 3306 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 560/3
request: node: 1, message: 564, time: 1599862861, Vbat 351 v, Tx dur 64 ms, T: -1487 C, RH: 3316 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 561/3
request: node: 1, message: 565, time: 1599862866, Vbat 351 v, Tx dur 64 ms, T: -1488 C, RH: 3328 %, status: 0x00, RSSI -107 dBm, SNR 7 dB, good/bad packets: 562/3
request: node: 1, message: 566, time: 1599862871, Vbat 351 v, Tx dur 64 ms, T: -1488 C, RH: 3334 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 563/3
request: node: 1, message: 567, time: 1599862876, Vbat 351 v, Tx dur 64 ms, T: -1487 C, RH: 3343 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 564/3
request: node: 1, message: 568, time: 1599862881, Vbat 351 v, Tx dur 64 ms, T: -1491 C, RH: 3357 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 565/3
request: node: 1, message: 569, time: 1599862886, Vbat 351 v, Tx dur 64 ms, T: -1488 C, RH: 3366 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 566/3
request: node: 1, message: 570, time: 1599862891, Vbat 351 v, Tx dur 64 ms, T: -1489 C, RH: 3375 %, status: 0x00, RSSI -111 dBm, SNR 7 dB, good/bad packets: 567/3
request: node: 1, message: 571, time: 1599862897, Vbat 351 v, Tx dur 64 ms, T: -1491 C, RH: 3384 %, status: 0x00, RSSI -109 dBm, SNR 7 dB, good/bad packets: 568/3
request: node: 1, message: 572, time: 1599862902, Vbat 350 v, Tx dur 64 ms, T: -1491 C, RH: 3395 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 569/3
request: node: 1, message: 573, time: 1599862907, Vbat 351 v, Tx dur 64 ms, T: -1492 C, RH: 3405 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 570/3
request: node: 1, message: 574, time: 1599862912, Vbat 350 v, Tx dur 64 ms, T: -1488 C, RH: 3416 %, status: 0x00, RSSI -108 dBm, SNR 7 dB, good/bad packets: 571/3
request: node: 1, message: 575, time: 1599862917, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3432 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 572/3
request: node: 1, message: 576, time: 1599862922, Vbat 351 v, Tx dur 64 ms, T: -1491 C, RH: 3443 %, status: 0x00, RSSI -107 dBm, SNR 7 dB, good/bad packets: 573/3
request: node: 1, message: 577, time: 1599862927, Vbat 351 v, Tx dur 64 ms, T: -1489 C, RH: 3455 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 574/3
request: node: 1, message: 578, time: 1599862932, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3471 %, status: 0x00, RSSI -107 dBm, SNR 7 dB, good/bad packets: 575/3
request: node: 1, message: 579, time: 1599862937, Vbat 351 v, Tx dur 64 ms, T: -1492 C, RH: 3481 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 576/3
request: node: 1, message: 580, time: 1599862942, Vbat 350 v, Tx dur 64 ms, T: -1491 C, RH: 3491 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 577/3
request: node: 1, message: 581, time: 1599862947, Vbat 351 v, Tx dur 65 ms, T: -1491 C, RH: 3504 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 578/3
request: node: 1, message: 582, time: 1599862952, Vbat 350 v, Tx dur 64 ms, T: -1488 C, RH: 3513 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 579/3
request: node: 1, message: 583, time: 1599862957, Vbat 351 v, Tx dur 64 ms, T: -1491 C, RH: 3524 %, status: 0x00, RSSI -106 dBm, SNR 9 dB, good/bad packets: 580/3
request: node: 1, message: 584, time: 1599862963, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3534 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 581/3
request: node: 1, message: 585, time: 1599862968, Vbat 350 v, Tx dur 64 ms, T: -1491 C, RH: 3548 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 582/3
request: node: 1, message: 586, time: 1599862973, Vbat 351 v, Tx dur 64 ms, T: -1488 C, RH: 3555 %, status: 0x00, RSSI -106 dBm, SNR 9 dB, good/bad packets: 583/3
request: node: 1, message: 587, time: 1599862978, Vbat 350 v, Tx dur 64 ms, T: -1492 C, RH: 3570 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 584/3
request: node: 1, message: 588, time: 1599862983, Vbat 350 v, Tx dur 64 ms, T: -1491 C, RH: 3572 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 585/3
request: node: 1, message: 589, time: 1599862988, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3589 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 586/3
request: node: 1, message: 590, time: 1599862993, Vbat 350 v, Tx dur 64 ms, T: -1492 C, RH: 3600 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 587/3
request: node: 1, message: 591, time: 1599862998, Vbat 350 v, Tx dur 64 ms, T: -1491 C, RH: 3612 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 588/3
request: node: 1, message: 592, time: 1599863003, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3621 %, status: 0x00, RSSI -109 dBm, SNR 8 dB, good/bad packets: 589/3
request: node: 1, message: 593, time: 1599863008, Vbat 350 v, Tx dur 65 ms, T: -1492 C, RH: 3630 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 590/3
request: node: 1, message: 594, time: 1599863013, Vbat 350 v, Tx dur 64 ms, T: -1492 C, RH: 3639 %, status: 0x00, RSSI -107 dBm, SNR 7 dB, good/bad packets: 591/3
request: node: 1, message: 595, time: 1599863018, Vbat 350 v, Tx dur 64 ms, T: -1491 C, RH: 3648 %, status: 0x00, RSSI -107 dBm, SNR 7 dB, good/bad packets: 592/3
request: node: 1, message: 596, time: 1599863024, Vbat 350 v, Tx dur 64 ms, T: -1491 C, RH: 3654 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 593/3
request: node: 1, message: 597, time: 1599863029, Vbat 350 v, Tx dur 64 ms, T: -1492 C, RH: 3668 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 594/3
request: node: 1, message: 598, time: 1599863034, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3681 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 595/3
request: node: 1, message: 599, time: 1599863039, Vbat 350 v, Tx dur 64 ms, T: -1492 C, RH: 3693 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 596/3
request: node: 1, message: 600, time: 1599863044, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3704 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 597/3
request: node: 1, message: 601, time: 1599863049, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3709 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 598/3
request: node: 1, message: 602, time: 1599863054, Vbat 350 v, Tx dur 64 ms, T: -1491 C, RH: 3722 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 599/3
request: node: 1, message: 603, time: 1599863059, Vbat 350 v, Tx dur 64 ms, T: -1491 C, RH: 3728 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 600/3
request: node: 1, message: 604, time: 1599863064, Vbat 350 v, Tx dur 64 ms, T: -1491 C, RH: 3741 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 601/3
request: node: 1, message: 605, time: 1599863069, Vbat 350 v, Tx dur 64 ms, T: -1491 C, RH: 3749 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 602/3
request: node: 1, message: 606, time: 1599863074, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3762 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 603/3
request: node: 1, message: 607, time: 1599863079, Vbat 350 v, Tx dur 64 ms, T: -1491 C, RH: 3771 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 604/3
request: node: 1, message: 608, time: 1599863084, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3782 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 605/3
request: node: 1, message: 609, time: 1599863090, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3790 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 606/3
request: node: 1, message: 610, time: 1599863095, Vbat 350 v, Tx dur 64 ms, T: -1491 C, RH: 3803 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 607/3
request: node: 1, message: 611, time: 1599863100, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3808 %, status: 0x00, RSSI -111 dBm, SNR 7 dB, good/bad packets: 608/3
request: node: 1, message: 612, time: 1599863105, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3820 %, status: 0x00, RSSI -109 dBm, SNR 7 dB, good/bad packets: 609/3
request: node: 1, message: 613, time: 1599863110, Vbat 350 v, Tx dur 64 ms, T: -1491 C, RH: 3831 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 610/3
request: node: 1, message: 614, time: 1599863115, Vbat 350 v, Tx dur 64 ms, T: -1492 C, RH: 3836 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 611/3
request: node: 1, message: 615, time: 1599863120, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3849 %, status: 0x00, RSSI -112 dBm, SNR 6 dB, good/bad packets: 612/3
request: node: 1, message: 616, time: 1599863125, Vbat 350 v, Tx dur 64 ms, T: -1491 C, RH: 3855 %, status: 0x00, RSSI -109 dBm, SNR 7 dB, good/bad packets: 613/3
request: node: 1, message: 617, time: 1599863130, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3870 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 614/3
request: node: 1, message: 618, time: 1599863135, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3877 %, status: 0x00, RSSI -109 dBm, SNR 8 dB, good/bad packets: 615/3
